course_id,course_name,skill,difficulty,rating,duration_hours,num_students
35945,Numpy Fundamentals,Numpy,Advanced,4.17,28,284926
35946,Python for Data Science,Python,Beginner,4.0,3,159112
35947,SQL for Data Science,SQL,Beginner,4.66,2,190882
35948,Data Analysis Course,Data Analysis,Beginner,4.04,22,424807
35949,Python for Data Science,Python,Beginner,4.43,31,71204
35950,Data Visualization with Python,Data Visualization,Intermediate,3.74,28,436810
35951,Linear Algebra Course,Linear Algebra,Beginner,3.95,29,373502
35952,SQL for Data Science,SQL,Advanced,4.4,11,174353
35953,Numpy Fundamentals,Numpy,Beginner,3.61,30,74870
35954,TensorFlow Crash Course,TensorFlow,Intermediate,4.63,10,390460
35955,Advanced Python,Python,Advanced,4.36,28,447346
35956,SQL for Data Science,SQL,Advanced,3.56,6,296182
35957,Probability Course,Probability,Advanced,4.81,18,175003
35958,SQL for Data Science,SQL,Beginner,4.06,35,32655
35959,SQL for Data Science,SQL,Intermediate,4.48,4,254216
35960,PyTorch for Deep Learning,PyTorch,Advanced,4.27,2,71217
35961,Python for Data Science,Python,Beginner,4.76,2,109900
35962,PyTorch for Deep Learning,PyTorch,Beginner,4.64,12,263746
35963,Neural Networks,Deep Learning,Advanced,4.76,25,165373
35964,Data Visualization with Python,Data Visualization,Intermediate,4.32,18,468008
35965,Machine Learning Intro,Machine Learning,Intermediate,4.89,25,171115
35966,Statistics for Data Science,Statistics,Beginner,4.66,25,98598
35967,Python for Data Science,Python,Intermediate,4.03,7,135801
35968,Neural Networks,Deep Learning,Beginner,3.52,2,393111
35969,Natural Language Processing,NLP,Advanced,3.53,19,234468
35970,Numpy Fundamentals,Numpy,Advanced,4.51,23,231747
35971,Python for Data Science,Python,Beginner,3.93,28,192981
35972,SQL for Data Science,SQL,Intermediate,4.53,11,229789
35973,Probability Course,Probability,Beginner,4.73,5,114459
35974,Statistics for Data Science,Statistics,Beginner,4.8,30,81129
35975,Data Analysis Course,Data Analysis,Beginner,4.41,4,423664
35976,Advanced Python,Python,Beginner,4.19,19,149500
35977,Statistics for Data Science,Statistics,Intermediate,4.74,11,381902
35978,Statistics for Data Science,Statistics,Intermediate,3.7,39,88200
35979,Probability Course,Probability,Intermediate,3.85,28,471145
35980,Natural Language Processing,NLP,Intermediate,3.9,19,76619
35981,Computer Vision Basics,Computer Vision,Intermediate,4.15,37,257245
35982,Computer Vision Basics,Computer Vision,Intermediate,3.8,34,356142
35983,Advanced Python,Python,Advanced,4.06,38,425194
35984,Data Visualization with Python,Data Visualization,Intermediate,4.38,25,446874
35985,TensorFlow Crash Course,TensorFlow,Beginner,3.56,40,243403
35986,Natural Language Processing,NLP,Advanced,4.28,16,421922
35987,Statistics for Data Science,Statistics,Beginner,4.93,36,156281
35988,Python Basics,Python,Beginner,4.81,13,220585
35989,PyTorch for Deep Learning,PyTorch,Advanced,4.9,22,183729
35990,Linear Algebra Course,Linear Algebra,Intermediate,3.93,16,1644
35991,PyTorch for Deep Learning,PyTorch,Beginner,3.92,31,69784
35992,TensorFlow Crash Course,TensorFlow,Advanced,4.88,36,4195
35993,PyTorch for Deep Learning,PyTorch,Advanced,4.68,11,65360
35994,Data Analysis Course,Data Analysis,Intermediate,4.13,4,387852
35995,PyTorch for Deep Learning,PyTorch,Intermediate,4.39,21,96678
35996,SQL for Data Science,SQL,Intermediate,4.48,24,376478
35997,Computer Vision Basics,Computer Vision,Advanced,4.27,23,339706
35998,SQL for Data Science,SQL,Beginner,4.21,10,123355
35999,Neural Networks,Deep Learning,Advanced,4.11,10,290526
36000,Neural Networks,Deep Learning,Advanced,3.7,4,138073
36001,Computer Vision Basics,Computer Vision,Intermediate,4.94,23,253774
36002,TensorFlow Crash Course,TensorFlow,Advanced,4.01,40,369496
36003,Linear Algebra Course,Linear Algebra,Intermediate,3.64,39,474371
36004,PyTorch for Deep Learning,PyTorch,Advanced,4.31,40,439363
36005,Python for Data Science,Python,Beginner,4.97,13,60993
36006,Deep Learning Fundamentals,Deep Learning,Beginner,3.8,16,95761
36007,Natural Language Processing,NLP,Advanced,4.37,38,174109
36008,Data Visualization with Python,Data Visualization,Intermediate,4.66,9,26583
36009,Python Basics,Python,Intermediate,3.75,8,231739
36010,Pandas for Data Analysis,Pandas,Beginner,4.62,22,34037
36011,SQL for Data Science,SQL,Beginner,4.82,37,284543
36012,Machine Learning Intro,Machine Learning,Advanced,3.69,26,403615
36013,Computer Vision Basics,Computer Vision,Intermediate,3.86,17,145074
36014,Linear Algebra Course,Linear Algebra,Intermediate,4.96,19,317222
36015,Advanced Python,Python,Advanced,4.1,20,373181
36016,SQL for Data Science,SQL,Advanced,4.86,28,217178
36017,TensorFlow Crash Course,TensorFlow,Beginner,4.67,18,457045
36018,Numpy Fundamentals,Numpy,Intermediate,4.15,19,347434
36019,Data Analysis Course,Data Analysis,Advanced,3.7,3,428232
36020,Data Analysis Course,Data Analysis,Beginner,4.07,13,399115
36021,Linear Algebra Course,Linear Algebra,Intermediate,3.57,2,244906
36022,Deep Learning Fundamentals,Deep Learning,Intermediate,4.68,21,469539
36023,Data Visualization with Python,Data Visualization,Advanced,4.71,8,56773
36024,Deep Learning Fundamentals,Deep Learning,Beginner,4.64,8,465307
36025,SQL for Data Science,SQL,Advanced,3.62,27,490109
36026,Linear Algebra Course,Linear Algebra,Advanced,3.86,2,70034
36027,Statistics for Data Science,Statistics,Advanced,4.01,29,463297
36028,Computer Vision Basics,Computer Vision,Beginner,4.7,17,391091
36029,Numpy Fundamentals,Numpy,Advanced,3.75,39,209178
36030,Statistics for Data Science,Statistics,Advanced,4.62,33,61505
36031,Advanced Python,Python,Beginner,4.35,7,229271
36032,ML Algorithms,Machine Learning,Advanced,4.26,36,232367
36033,ML Algorithms,Machine Learning,Advanced,4.35,8,371572
36034,SQL for Data Science,SQL,Intermediate,4.73,10,393298
36035,Linear Algebra Course,Linear Algebra,Beginner,4.46,15,370585
36036,Statistics for Data Science,Statistics,Intermediate,3.83,12,492826
36037,Machine Learning Intro,Machine Learning,Beginner,3.84,23,319259
36038,Numpy Fundamentals,Numpy,Intermediate,4.24,33,156791
36039,Deep Learning Fundamentals,Deep Learning,Advanced,4.57,20,299965
36040,ML Algorithms,Machine Learning,Advanced,4.56,20,298434
36041,Computer Vision Basics,Computer Vision,Beginner,4.27,13,158590
36042,SQL for Data Science,SQL,Advanced,3.81,8,450584
36043,SQL for Data Science,SQL,Intermediate,3.89,20,401587
36044,Python Basics,Python,Advanced,4.53,20,457968
36045,TensorFlow Crash Course,TensorFlow,Intermediate,4.32,16,384829
36046,Linear Algebra Course,Linear Algebra,Advanced,4.03,37,391905
36047,PyTorch for Deep Learning,PyTorch,Intermediate,3.9,18,479582
36048,Probability Course,Probability,Intermediate,4.6,16,56533
36049,Computer Vision Basics,Computer Vision,Advanced,3.63,3,238760
36050,Numpy Fundamentals,Numpy,Intermediate,4.6,3,36537
36051,Numpy Fundamentals,Numpy,Beginner,4.79,7,458876
36052,Data Analysis Course,Data Analysis,Intermediate,3.65,28,19540
36053,SQL for Data Science,SQL,Beginner,4.71,5,233792
36054,Pandas for Data Analysis,Pandas,Beginner,3.67,36,425814
36055,Probability Course,Probability,Advanced,3.9,38,470296
36056,Numpy Fundamentals,Numpy,Advanced,4.83,14,308132
36057,Data Visualization with Python,Data Visualization,Intermediate,4.12,23,418696
36058,Python Basics,Python,Advanced,4.09,33,111912
36059,Python Basics,Python,Intermediate,4.43,20,35674
36060,Statistics for Data Science,Statistics,Intermediate,4.0,19,181079
36061,Python Basics,Python,Beginner,3.96,28,107218
36062,Data Analysis Course,Data Analysis,Beginner,4.27,21,217413
36063,Pandas for Data Analysis,Pandas,Intermediate,4.2,7,362134
36064,Python for Data Science,Python,Intermediate,4.41,20,439953
36065,Pandas for Data Analysis,Pandas,Beginner,4.4,40,461446
36066,ML Algorithms,Machine Learning,Intermediate,4.55,35,356278
36067,Python for Data Science,Python,Beginner,4.73,32,209885
36068,SQL for Data Science,SQL,Advanced,4.45,12,113576
36069,Deep Learning Fundamentals,Deep Learning,Beginner,4.77,17,130637
36070,SQL for Data Science,SQL,Beginner,4.09,17,180149
36071,Probability Course,Probability,Beginner,4.15,39,484050
36072,Neural Networks,Deep Learning,Intermediate,3.59,2,41253
36073,Python for Data Science,Python,Intermediate,4.33,32,47304
36074,Probability Course,Probability,Advanced,4.34,17,332125
36075,Computer Vision Basics,Computer Vision,Intermediate,4.81,36,129984
36076,Linear Algebra Course,Linear Algebra,Beginner,4.84,3,102015
36077,PyTorch for Deep Learning,PyTorch,Intermediate,3.94,19,337855
36078,Deep Learning Fundamentals,Deep Learning,Advanced,4.57,32,215631
36079,Data Analysis Course,Data Analysis,Beginner,3.96,37,45986
36080,Pandas for Data Analysis,Pandas,Advanced,4.91,6,156714
36081,Data Visualization with Python,Data Visualization,Advanced,4.58,18,434253
36082,Python Basics,Python,Beginner,4.24,14,391449
36083,Statistics for Data Science,Statistics,Advanced,3.95,25,134887
36084,Computer Vision Basics,Computer Vision,Advanced,4.0,7,425364
36085,Statistics for Data Science,Statistics,Advanced,3.69,7,227446
36086,Neural Networks,Deep Learning,Intermediate,3.54,7,219473
36087,Statistics for Data Science,Statistics,Intermediate,4.99,32,294074
36088,Data Analysis Course,Data Analysis,Beginner,3.73,24,141348
36089,Neural Networks,Deep Learning,Advanced,3.56,39,9455
36090,Pandas for Data Analysis,Pandas,Intermediate,4.65,10,72193
36091,Pandas for Data Analysis,Pandas,Advanced,4.57,10,369071
36092,Deep Learning Fundamentals,Deep Learning,Intermediate,3.77,20,435226
36093,ML Algorithms,Machine Learning,Advanced,3.69,10,108574
36094,Linear Algebra Course,Linear Algebra,Advanced,4.14,10,119532
36095,Data Analysis Course,Data Analysis,Beginner,4.61,38,282052
36096,Numpy Fundamentals,Numpy,Advanced,4.76,29,493563
36097,Neural Networks,Deep Learning,Beginner,4.0,7,177019
36098,Probability Course,Probability,Advanced,4.39,28,164927
36099,Pandas for Data Analysis,Pandas,Beginner,3.55,4,228391
36100,Data Visualization with Python,Data Visualization,Beginner,4.32,19,238223
36101,SQL for Data Science,SQL,Advanced,4.25,30,110210
36102,Natural Language Processing,NLP,Advanced,3.95,21,244800
36103,Linear Algebra Course,Linear Algebra,Beginner,4.52,30,494467
36104,Computer Vision Basics,Computer Vision,Advanced,4.77,33,390671
36105,Computer Vision Basics,Computer Vision,Intermediate,4.93,21,70833
36106,Numpy Fundamentals,Numpy,Advanced,4.66,9,428849
36107,Probability Course,Probability,Advanced,4.16,18,228081
36108,PyTorch for Deep Learning,PyTorch,Beginner,4.74,13,412508
36109,ML Algorithms,Machine Learning,Intermediate,4.92,29,290398
36110,Machine Learning Intro,Machine Learning,Beginner,3.74,39,20787
36111,Data Analysis Course,Data Analysis,Intermediate,4.46,9,173278
36112,PyTorch for Deep Learning,PyTorch,Advanced,4.11,40,244154
36113,Numpy Fundamentals,Numpy,Advanced,4.68,14,433996
36114,PyTorch for Deep Learning,PyTorch,Intermediate,4.15,10,494774
36115,Computer Vision Basics,Computer Vision,Intermediate,3.92,28,74880
36116,Computer Vision Basics,Computer Vision,Advanced,3.71,39,361407
36117,Data Visualization with Python,Data Visualization,Advanced,4.78,19,34111
36118,Numpy Fundamentals,Numpy,Advanced,4.04,38,422881
36119,Computer Vision Basics,Computer Vision,Intermediate,3.81,17,116169
36120,Pandas for Data Analysis,Pandas,Beginner,4.38,33,367290
36121,Data Analysis Course,Data Analysis,Beginner,3.95,37,400195
36122,Data Analysis Course,Data Analysis,Intermediate,4.05,5,40406
36123,Linear Algebra Course,Linear Algebra,Advanced,4.93,25,209291
36124,PyTorch for Deep Learning,PyTorch,Intermediate,4.1,21,315967
36125,Natural Language Processing,NLP,Beginner,4.43,28,465363
36126,Computer Vision Basics,Computer Vision,Advanced,3.97,23,314945
36127,Computer Vision Basics,Computer Vision,Advanced,4.71,18,386770
36128,TensorFlow Crash Course,TensorFlow,Advanced,4.35,21,472712
36129,Statistics for Data Science,Statistics,Beginner,4.93,21,248715
36130,Data Visualization with Python,Data Visualization,Beginner,4.86,18,421994
36131,Numpy Fundamentals,Numpy,Advanced,4.74,27,379446
36132,SQL for Data Science,SQL,Beginner,4.64,10,440931
36133,Linear Algebra Course,Linear Algebra,Advanced,3.9,38,433371
36134,Data Analysis Course,Data Analysis,Intermediate,4.26,34,267728
36135,Python for Data Science,Python,Advanced,4.48,28,357811
36136,Data Visualization with Python,Data Visualization,Advanced,3.78,16,369667
36137,SQL for Data Science,SQL,Intermediate,4.67,6,186570
36138,Data Analysis Course,Data Analysis,Beginner,4.66,15,221361
36139,PyTorch for Deep Learning,PyTorch,Advanced,4.17,16,255936
36140,Linear Algebra Course,Linear Algebra,Beginner,4.23,9,479849
36141,Data Visualization with Python,Data Visualization,Intermediate,4.45,37,306292
36142,Data Analysis Course,Data Analysis,Intermediate,4.3,36,273688
36143,Computer Vision Basics,Computer Vision,Advanced,3.53,27,414322
36144,Data Analysis Course,Data Analysis,Intermediate,4.25,32,408464
36145,Machine Learning Intro,Machine Learning,Intermediate,3.7,23,148079
36146,Deep Learning Fundamentals,Deep Learning,Advanced,4.21,20,199852
36147,Statistics for Data Science,Statistics,Intermediate,4.57,28,432281
36148,Data Analysis Course,Data Analysis,Advanced,4.03,32,129644
36149,Numpy Fundamentals,Numpy,Advanced,3.98,13,299028
36150,Computer Vision Basics,Computer Vision,Intermediate,4.8,9,161598
36151,Computer Vision Basics,Computer Vision,Intermediate,3.8,27,388724
36152,ML Algorithms,Machine Learning,Intermediate,3.67,33,464637
36153,Linear Algebra Course,Linear Algebra,Beginner,4.95,15,49581
36154,Neural Networks,Deep Learning,Beginner,4.32,29,469189
36155,Pandas for Data Analysis,Pandas,Intermediate,3.94,8,75605
36156,Statistics for Data Science,Statistics,Advanced,4.16,31,239396
36157,Pandas for Data Analysis,Pandas,Advanced,3.81,13,426662
36158,PyTorch for Deep Learning,PyTorch,Beginner,4.9,12,439797
36159,TensorFlow Crash Course,TensorFlow,Beginner,3.84,5,16069
36160,Computer Vision Basics,Computer Vision,Beginner,4.85,2,469688
36161,Neural Networks,Deep Learning,Beginner,4.31,12,449536
36162,Computer Vision Basics,Computer Vision,Beginner,4.1,38,343768
36163,Statistics for Data Science,Statistics,Beginner,4.83,14,174187
36164,SQL for Data Science,SQL,Intermediate,4.43,3,43085
36165,Deep Learning Fundamentals,Deep Learning,Beginner,4.26,35,333401
36166,Deep Learning Fundamentals,Deep Learning,Intermediate,4.03,34,110778
36167,Numpy Fundamentals,Numpy,Beginner,4.85,20,481227
36168,Linear Algebra Course,Linear Algebra,Advanced,3.56,35,434305
36169,TensorFlow Crash Course,TensorFlow,Advanced,4.28,33,148587
36170,Pandas for Data Analysis,Pandas,Advanced,4.04,32,262935
36171,PyTorch for Deep Learning,PyTorch,Intermediate,4.94,10,171959
36172,Computer Vision Basics,Computer Vision,Intermediate,4.4,25,135471
36173,Data Visualization with Python,Data Visualization,Beginner,4.29,34,493184
36174,SQL for Data Science,SQL,Intermediate,3.61,4,115929
36175,TensorFlow Crash Course,TensorFlow,Advanced,4.12,17,69040
36176,Natural Language Processing,NLP,Advanced,4.47,33,332497
36177,Machine Learning Intro,Machine Learning,Intermediate,3.91,35,248656
36178,Probability Course,Probability,Advanced,4.86,27,219147
36179,Statistics for Data Science,Statistics,Beginner,4.13,7,362880
36180,ML Algorithms,Machine Learning,Advanced,4.28,14,491722
36181,Natural Language Processing,NLP,Advanced,4.69,13,134201
36182,Python for Data Science,Python,Intermediate,3.69,7,125292
36183,SQL for Data Science,SQL,Beginner,3.65,13,258753
36184,Deep Learning Fundamentals,Deep Learning,Advanced,3.78,23,89251
36185,Data Analysis Course,Data Analysis,Advanced,4.24,14,355636
36186,Linear Algebra Course,Linear Algebra,Intermediate,3.89,14,275792
36187,Data Visualization with Python,Data Visualization,Beginner,4.01,14,117969
36188,Pandas for Data Analysis,Pandas,Advanced,4.76,22,198322
36189,Numpy Fundamentals,Numpy,Intermediate,4.62,12,163654
36190,Linear Algebra Course,Linear Algebra,Advanced,4.68,3,51540
36191,Data Visualization with Python,Data Visualization,Intermediate,4.25,40,219623
36192,SQL for Data Science,SQL,Beginner,3.57,16,497751
36193,Statistics for Data Science,Statistics,Advanced,4.68,21,354760
36194,Pandas for Data Analysis,Pandas,Advanced,3.69,25,494979
36195,Pandas for Data Analysis,Pandas,Beginner,4.73,14,55655
36196,SQL for Data Science,SQL,Beginner,4.47,30,6202
36197,Numpy Fundamentals,Numpy,Intermediate,3.63,16,87257
36198,Python for Data Science,Python,Beginner,3.88,27,66454
36199,Statistics for Data Science,Statistics,Intermediate,4.89,31,363055
36200,Statistics for Data Science,Statistics,Beginner,4.1,5,362438
36201,ML Algorithms,Machine Learning,Intermediate,3.92,37,145578
36202,Numpy Fundamentals,Numpy,Advanced,4.59,8,316601
36203,Python Basics,Python,Intermediate,4.9,36,94161
36204,Advanced Python,Python,Advanced,3.55,33,32503
36205,Data Visualization with Python,Data Visualization,Beginner,3.94,22,268190
36206,Numpy Fundamentals,Numpy,Intermediate,4.5,19,318644
36207,Statistics for Data Science,Statistics,Advanced,4.34,36,53345
36208,ML Algorithms,Machine Learning,Beginner,4.96,19,242889
36209,Computer Vision Basics,Computer Vision,Advanced,3.76,31,470601
36210,Deep Learning Fundamentals,Deep Learning,Intermediate,4.81,11,88021
36211,Linear Algebra Course,Linear Algebra,Beginner,4.82,3,45835
36212,Linear Algebra Course,Linear Algebra,Advanced,4.43,16,488790
36213,Neural Networks,Deep Learning,Advanced,4.11,26,434394
36214,Linear Algebra Course,Linear Algebra,Intermediate,4.76,39,244061
36215,Machine Learning Intro,Machine Learning,Advanced,4.99,36,363012
36216,Python for Data Science,Python,Beginner,4.5,6,291306
36217,Natural Language Processing,NLP,Advanced,3.87,34,136669
36218,PyTorch for Deep Learning,PyTorch,Intermediate,4.48,27,338745
36219,Statistics for Data Science,Statistics,Intermediate,4.01,30,492466
36220,Probability Course,Probability,Advanced,4.06,5,197267
36221,SQL for Data Science,SQL,Advanced,4.68,28,239684
36222,TensorFlow Crash Course,TensorFlow,Intermediate,4.04,18,150384
36223,TensorFlow Crash Course,TensorFlow,Advanced,3.56,11,465913
36224,Natural Language Processing,NLP,Intermediate,4.75,35,381944
36225,Natural Language Processing,NLP,Intermediate,4.26,12,239716
36226,Pandas for Data Analysis,Pandas,Intermediate,3.8,33,126567
36227,Natural Language Processing,NLP,Advanced,4.51,35,494260
36228,PyTorch for Deep Learning,PyTorch,Intermediate,4.21,15,278895
36229,Linear Algebra Course,Linear Algebra,Beginner,4.97,17,52569
36230,Data Analysis Course,Data Analysis,Beginner,3.57,33,381311
36231,Numpy Fundamentals,Numpy,Intermediate,3.7,19,35153
36232,Machine Learning Intro,Machine Learning,Advanced,4.59,14,18159
36233,Deep Learning Fundamentals,Deep Learning,Advanced,3.9,4,72658
36234,Python for Data Science,Python,Beginner,3.6,32,399202
36235,Natural Language Processing,NLP,Beginner,4.08,11,334211
36236,TensorFlow Crash Course,TensorFlow,Advanced,4.19,38,204514
36237,PyTorch for Deep Learning,PyTorch,Intermediate,4.37,40,434938
36238,Machine Learning Intro,Machine Learning,Advanced,4.35,11,276550
36239,Linear Algebra Course,Linear Algebra,Advanced,4.37,2,367982
36240,Data Analysis Course,Data Analysis,Intermediate,4.62,13,262166
36241,Data Visualization with Python,Data Visualization,Beginner,3.93,28,231595
36242,Statistics for Data Science,Statistics,Intermediate,4.0,32,269914
36243,Numpy Fundamentals,Numpy,Beginner,4.01,14,11859
36244,Statistics for Data Science,Statistics,Beginner,4.26,28,466130
36245,Probability Course,Probability,Advanced,3.81,3,135095
36246,Statistics for Data Science,Statistics,Advanced,3.98,18,320947
36247,SQL for Data Science,SQL,Intermediate,4.78,35,444156
36248,Pandas for Data Analysis,Pandas,Advanced,4.6,7,99648
36249,Natural Language Processing,NLP,Intermediate,4.13,32,2669
36250,Machine Learning Intro,Machine Learning,Intermediate,3.96,30,294147
36251,PyTorch for Deep Learning,PyTorch,Beginner,4.87,12,189700
36252,Probability Course,Probability,Advanced,4.61,4,218303
36253,Advanced Python,Python,Intermediate,4.99,8,25219
36254,Probability Course,Probability,Intermediate,4.31,38,359435
36255,SQL for Data Science,SQL,Advanced,4.92,3,197515
36256,Data Analysis Course,Data Analysis,Beginner,4.89,35,229299
36257,Advanced Python,Python,Intermediate,4.96,23,215040
36258,Neural Networks,Deep Learning,Advanced,3.57,23,90865
36259,Data Visualization with Python,Data Visualization,Advanced,4.39,10,333041
36260,Statistics for Data Science,Statistics,Intermediate,4.03,6,20584
36261,Data Analysis Course,Data Analysis,Advanced,3.78,39,242347
36262,Pandas for Data Analysis,Pandas,Advanced,4.85,23,235357
36263,Deep Learning Fundamentals,Deep Learning,Intermediate,3.72,40,323973
36264,Computer Vision Basics,Computer Vision,Intermediate,4.19,16,96165
36265,Neural Networks,Deep Learning,Intermediate,4.18,4,74736
36266,Pandas for Data Analysis,Pandas,Advanced,4.61,7,51994
36267,PyTorch for Deep Learning,PyTorch,Beginner,3.52,8,374281
36268,SQL for Data Science,SQL,Intermediate,3.89,32,280333
36269,Statistics for Data Science,Statistics,Advanced,3.52,38,438853
36270,Data Analysis Course,Data Analysis,Beginner,4.29,30,377639
36271,Numpy Fundamentals,Numpy,Beginner,4.65,22,56517
36272,PyTorch for Deep Learning,PyTorch,Beginner,3.69,31,215058
36273,Natural Language Processing,NLP,Advanced,3.77,5,164694
36274,Data Visualization with Python,Data Visualization,Advanced,3.72,35,168762
36275,Computer Vision Basics,Computer Vision,Intermediate,4.0,34,85571
36276,Numpy Fundamentals,Numpy,Intermediate,4.08,16,452398
36277,Deep Learning Fundamentals,Deep Learning,Beginner,3.85,37,338196
36278,Numpy Fundamentals,Numpy,Advanced,4.58,14,369266
36279,Machine Learning Intro,Machine Learning,Intermediate,4.89,22,114833
36280,PyTorch for Deep Learning,PyTorch,Beginner,3.92,27,446606
36281,Statistics for Data Science,Statistics,Intermediate,3.82,17,350328
36282,Natural Language Processing,NLP,Beginner,4.55,17,300402
36283,Computer Vision Basics,Computer Vision,Advanced,4.16,33,438621
36284,Pandas for Data Analysis,Pandas,Intermediate,4.22,32,207757
36285,ML Algorithms,Machine Learning,Intermediate,4.5,27,360175
36286,SQL for Data Science,SQL,Intermediate,3.95,39,33426
36287,Natural Language Processing,NLP,Beginner,3.56,29,333135
36288,Deep Learning Fundamentals,Deep Learning,Advanced,4.39,29,337226
36289,SQL for Data Science,SQL,Beginner,4.04,38,5596
36290,Advanced Python,Python,Beginner,3.58,24,338062
36291,TensorFlow Crash Course,TensorFlow,Beginner,4.34,5,432067
36292,Statistics for Data Science,Statistics,Advanced,4.78,23,33558
36293,Deep Learning Fundamentals,Deep Learning,Intermediate,4.48,7,62595
36294,TensorFlow Crash Course,TensorFlow,Intermediate,3.57,34,66700
36295,Data Analysis Course,Data Analysis,Intermediate,4.78,25,17556
36296,Pandas for Data Analysis,Pandas,Beginner,4.44,3,341778
36297,Computer Vision Basics,Computer Vision,Intermediate,4.86,20,257315
36298,SQL for Data Science,SQL,Advanced,4.19,15,391772
36299,Python for Data Science,Python,Advanced,3.92,12,469582
36300,Linear Algebra Course,Linear Algebra,Intermediate,3.85,17,69786
36301,Numpy Fundamentals,Numpy,Intermediate,4.48,15,280162
36302,Deep Learning Fundamentals,Deep Learning,Beginner,4.43,30,202511
36303,Probability Course,Probability,Intermediate,4.89,9,71762
36304,Python for Data Science,Python,Advanced,4.85,8,306422
36305,PyTorch for Deep Learning,PyTorch,Advanced,3.9,22,182734
36306,Neural Networks,Deep Learning,Beginner,3.53,30,451787
36307,Advanced Python,Python,Advanced,3.76,20,420627
36308,Probability Course,Probability,Intermediate,4.16,38,477745
36309,PyTorch for Deep Learning,PyTorch,Intermediate,4.78,20,139798
36310,Natural Language Processing,NLP,Beginner,4.14,27,32294
36311,Computer Vision Basics,Computer Vision,Intermediate,4.23,29,76317
36312,Probability Course,Probability,Advanced,4.81,15,443160
36313,Neural Networks,Deep Learning,Beginner,4.97,7,311022
36314,Numpy Fundamentals,Numpy,Advanced,4.4,20,459494
36315,Probability Course,Probability,Beginner,4.62,22,91153
36316,Numpy Fundamentals,Numpy,Intermediate,3.84,31,479703
36317,PyTorch for Deep Learning,PyTorch,Intermediate,4.2,27,494886
36318,Linear Algebra Course,Linear Algebra,Advanced,4.9,38,3259
36319,Computer Vision Basics,Computer Vision,Intermediate,4.51,12,113504
36320,PyTorch for Deep Learning,PyTorch,Advanced,4.39,14,373350
36321,Computer Vision Basics,Computer Vision,Intermediate,4.23,20,213477
36322,Linear Algebra Course,Linear Algebra,Advanced,3.77,36,281771
36323,Computer Vision Basics,Computer Vision,Advanced,4.45,14,242875
36324,Statistics for Data Science,Statistics,Advanced,3.92,16,6014
36325,Probability Course,Probability,Advanced,4.02,33,15814
36326,PyTorch for Deep Learning,PyTorch,Advanced,3.88,40,137687
36327,Data Analysis Course,Data Analysis,Beginner,4.29,32,161241
36328,PyTorch for Deep Learning,PyTorch,Intermediate,4.61,32,454858
36329,Probability Course,Probability,Beginner,4.36,16,365850
36330,Data Analysis Course,Data Analysis,Beginner,3.99,21,35469
36331,Natural Language Processing,NLP,Beginner,3.72,24,435348
36332,PyTorch for Deep Learning,PyTorch,Beginner,3.82,34,341651
36333,Data Visualization with Python,Data Visualization,Beginner,4.61,17,433023
36334,Numpy Fundamentals,Numpy,Beginner,4.26,38,305322
36335,Python for Data Science,Python,Intermediate,3.85,16,497550
36336,Statistics for Data Science,Statistics,Advanced,4.27,17,19513
36337,Deep Learning Fundamentals,Deep Learning,Advanced,4.68,19,139375
36338,TensorFlow Crash Course,TensorFlow,Advanced,3.91,16,406179
36339,Pandas for Data Analysis,Pandas,Advanced,3.53,12,103351
36340,PyTorch for Deep Learning,PyTorch,Advanced,4.32,37,358225
36341,TensorFlow Crash Course,TensorFlow,Intermediate,3.72,10,257845
36342,Pandas for Data Analysis,Pandas,Intermediate,4.15,8,200809
36343,Linear Algebra Course,Linear Algebra,Intermediate,4.77,36,397480
36344,Natural Language Processing,NLP,Advanced,3.84,33,164596
36345,Data Visualization with Python,Data Visualization,Advanced,3.92,6,59052
36346,Machine Learning Intro,Machine Learning,Intermediate,4.46,37,262144
36347,Advanced Python,Python,Beginner,4.22,12,66119
36348,Data Analysis Course,Data Analysis,Beginner,3.92,6,158220
36349,Numpy Fundamentals,Numpy,Intermediate,4.54,19,328952
36350,Linear Algebra Course,Linear Algebra,Beginner,3.62,32,322178
36351,SQL for Data Science,SQL,Advanced,4.86,34,389808
36352,Deep Learning Fundamentals,Deep Learning,Intermediate,3.82,37,212096
36353,Data Visualization with Python,Data Visualization,Advanced,3.83,37,368673
36354,Statistics for Data Science,Statistics,Intermediate,4.73,11,269637
36355,Statistics for Data Science,Statistics,Intermediate,3.54,9,175531
36356,Statistics for Data Science,Statistics,Intermediate,4.45,30,276790
36357,Numpy Fundamentals,Numpy,Intermediate,4.53,15,356194
36358,Linear Algebra Course,Linear Algebra,Beginner,4.97,19,133788
36359,Probability Course,Probability,Intermediate,4.18,34,269482
36360,Numpy Fundamentals,Numpy,Beginner,4.65,6,410541
36361,Linear Algebra Course,Linear Algebra,Beginner,4.37,18,359607
36362,Python Basics,Python,Advanced,3.74,16,57867
36363,PyTorch for Deep Learning,PyTorch,Intermediate,4.55,31,31969
36364,Pandas for Data Analysis,Pandas,Beginner,4.62,33,459077
36365,Data Analysis Course,Data Analysis,Beginner,4.85,8,352080
36366,Computer Vision Basics,Computer Vision,Intermediate,4.45,37,409369
36367,Natural Language Processing,NLP,Intermediate,3.79,7,24826
36368,Machine Learning Intro,Machine Learning,Intermediate,3.77,26,12820
