course_id,course_name,skill,difficulty,rating,duration_hours,num_students,text
44935,Neural Networks,Deep Learning,Beginner,4.85,3,70807,Neural Networks Deep Learning Beginner
44936,Numpy Fundamentals,Numpy,Intermediate,4.07,30,199961,Numpy Fundamentals Numpy Intermediate
44937,SQL for Data Science,SQL,Advanced,3.52,28,99793,SQL for Data Science SQL Advanced
44938,Computer Vision Basics,Computer Vision,Intermediate,4.21,19,82865,Computer Vision Basics Computer Vision Intermediate
44939,Computer Vision Basics,Computer Vision,Advanced,3.83,35,182469,Computer Vision Basics Computer Vision Advanced
44940,SQL for Data Science,SQL,Advanced,3.94,14,397073,SQL for Data Science SQL Advanced
44941,Advanced Python,Python,Intermediate,3.7,21,419101,Advanced Python Python Intermediate
44942,Python for Data Science,Python,Intermediate,4.86,32,114363,Python for Data Science Python Intermediate
44943,Linear Algebra Course,Linear Algebra,Beginner,4.88,15,47266,Linear Algebra Course Linear Algebra Beginner
44944,Pandas for Data Analysis,Pandas,Advanced,4.34,35,107165,Pandas for Data Analysis Pandas Advanced
44945,Data Visualization with Python,Data Visualization,Intermediate,4.09,14,470917,Data Visualization with Python Data Visualization Intermediate
44946,Machine Learning Intro,Machine Learning,Beginner,4.66,38,304126,Machine Learning Intro Machine Learning Beginner
44947,Natural Language Processing,NLP,Advanced,3.9,34,202685,Natural Language Processing NLP Advanced
44948,TensorFlow Crash Course,TensorFlow,Beginner,4.82,36,244458,TensorFlow Crash Course TensorFlow Beginner
44949,Natural Language Processing,NLP,Beginner,4.57,34,285909,Natural Language Processing NLP Beginner
44950,Natural Language Processing,NLP,Intermediate,4.95,38,213581,Natural Language Processing NLP Intermediate
44951,TensorFlow Crash Course,TensorFlow,Advanced,3.59,25,375435,TensorFlow Crash Course TensorFlow Advanced
44952,Numpy Fundamentals,Numpy,Intermediate,4.59,29,184140,Numpy Fundamentals Numpy Intermediate
44953,Data Analysis Course,Data Analysis,Advanced,4.7,15,57789,Data Analysis Course Data Analysis Advanced
44954,Linear Algebra Course,Linear Algebra,Advanced,4.81,30,101918,Linear Algebra Course Linear Algebra Advanced
44955,Python for Data Science,Python,Advanced,3.93,7,467416,Python for Data Science Python Advanced
44956,Deep Learning Fundamentals,Deep Learning,Advanced,4.08,15,303017,Deep Learning Fundamentals Deep Learning Advanced
44957,PyTorch for Deep Learning,PyTorch,Advanced,4.24,2,76114,PyTorch for Deep Learning PyTorch Advanced
44958,Linear Algebra Course,Linear Algebra,Intermediate,4.25,18,62141,Linear Algebra Course Linear Algebra Intermediate
44959,TensorFlow Crash Course,TensorFlow,Intermediate,4.02,9,325540,TensorFlow Crash Course TensorFlow Intermediate
44960,Probability Course,Probability,Advanced,3.52,37,193857,Probability Course Probability Advanced
44961,SQL for Data Science,SQL,Intermediate,4.46,28,473741,SQL for Data Science SQL Intermediate
44962,PyTorch for Deep Learning,PyTorch,Beginner,3.57,19,270390,PyTorch for Deep Learning PyTorch Beginner
44963,Data Visualization with Python,Data Visualization,Beginner,3.87,36,13264,Data Visualization with Python Data Visualization Beginner
44964,PyTorch for Deep Learning,PyTorch,Advanced,4.62,29,246014,PyTorch for Deep Learning PyTorch Advanced
44965,Neural Networks,Deep Learning,Beginner,4.0,35,482218,Neural Networks Deep Learning Beginner
44966,Data Analysis Course,Data Analysis,Advanced,4.06,25,3662,Data Analysis Course Data Analysis Advanced
44967,Computer Vision Basics,Computer Vision,Advanced,3.85,8,27184,Computer Vision Basics Computer Vision Advanced
44968,SQL for Data Science,SQL,Beginner,4.24,30,498121,SQL for Data Science SQL Beginner
44969,Computer Vision Basics,Computer Vision,Advanced,4.96,29,248208,Computer Vision Basics Computer Vision Advanced
44970,Natural Language Processing,NLP,Intermediate,4.37,14,402843,Natural Language Processing NLP Intermediate
44971,Neural Networks,Deep Learning,Intermediate,5.0,18,245371,Neural Networks Deep Learning Intermediate
44972,Natural Language Processing,NLP,Advanced,4.85,15,234186,Natural Language Processing NLP Advanced
44973,Data Visualization with Python,Data Visualization,Advanced,3.55,3,183156,Data Visualization with Python Data Visualization Advanced
44974,Python for Data Science,Python,Advanced,4.41,26,253719,Python for Data Science Python Advanced
44975,Data Visualization with Python,Data Visualization,Intermediate,4.69,17,260174,Data Visualization with Python Data Visualization Intermediate
44976,Probability Course,Probability,Beginner,3.51,27,157105,Probability Course Probability Beginner
44977,SQL for Data Science,SQL,Intermediate,4.67,35,115005,SQL for Data Science SQL Intermediate
44978,Data Visualization with Python,Data Visualization,Intermediate,4.22,5,224876,Data Visualization with Python Data Visualization Intermediate
44979,Statistics for Data Science,Statistics,Intermediate,4.84,7,126792,Statistics for Data Science Statistics Intermediate
44980,Probability Course,Probability,Intermediate,4.5,17,242542,Probability Course Probability Intermediate
44981,SQL for Data Science,SQL,Beginner,4.55,31,340766,SQL for Data Science SQL Beginner
44982,SQL for Data Science,SQL,Beginner,3.79,28,107565,SQL for Data Science SQL Beginner
44983,Data Analysis Course,Data Analysis,Beginner,4.94,5,455648,Data Analysis Course Data Analysis Beginner
44984,Python for Data Science,Python,Beginner,4.56,40,413355,Python for Data Science Python Beginner
44985,Statistics for Data Science,Statistics,Beginner,4.18,5,275833,Statistics for Data Science Statistics Beginner
44986,Data Analysis Course,Data Analysis,Advanced,4.97,32,367953,Data Analysis Course Data Analysis Advanced
44987,Computer Vision Basics,Computer Vision,Advanced,4.56,4,116267,Computer Vision Basics Computer Vision Advanced
44988,Data Analysis Course,Data Analysis,Beginner,4.83,3,431192,Data Analysis Course Data Analysis Beginner
44989,Probability Course,Probability,Beginner,4.21,21,220608,Probability Course Probability Beginner
44990,Python Basics,Python,Advanced,4.99,7,70126,Python Basics Python Advanced
44991,Numpy Fundamentals,Numpy,Intermediate,4.83,30,462769,Numpy Fundamentals Numpy Intermediate
44992,SQL for Data Science,SQL,Beginner,4.52,23,23245,SQL for Data Science SQL Beginner
44993,Machine Learning Intro,Machine Learning,Intermediate,4.46,35,229206,Machine Learning Intro Machine Learning Intermediate
44994,TensorFlow Crash Course,TensorFlow,Beginner,3.78,16,489787,TensorFlow Crash Course TensorFlow Beginner
44995,TensorFlow Crash Course,TensorFlow,Intermediate,4.65,17,135803,TensorFlow Crash Course TensorFlow Intermediate
44996,ML Algorithms,Machine Learning,Beginner,4.22,33,498135,ML Algorithms Machine Learning Beginner
44997,Data Analysis Course,Data Analysis,Beginner,3.6,27,434086,Data Analysis Course Data Analysis Beginner
44998,Computer Vision Basics,Computer Vision,Advanced,4.19,14,172887,Computer Vision Basics Computer Vision Advanced
44999,Pandas for Data Analysis,Pandas,Intermediate,4.46,22,200100,Pandas for Data Analysis Pandas Intermediate
45000,Linear Algebra Course,Linear Algebra,Intermediate,3.59,32,460378,Linear Algebra Course Linear Algebra Intermediate
45001,PyTorch for Deep Learning,PyTorch,Beginner,4.07,36,11479,PyTorch for Deep Learning PyTorch Beginner
45002,Advanced Python,Python,Intermediate,3.61,38,251832,Advanced Python Python Intermediate
45003,Probability Course,Probability,Intermediate,3.98,27,460363,Probability Course Probability Intermediate
45004,Data Analysis Course,Data Analysis,Advanced,4.6,9,218263,Data Analysis Course Data Analysis Advanced
45005,Statistics for Data Science,Statistics,Intermediate,4.0,33,44221,Statistics for Data Science Statistics Intermediate
45006,Numpy Fundamentals,Numpy,Beginner,3.85,35,22738,Numpy Fundamentals Numpy Beginner
45007,Data Analysis Course,Data Analysis,Intermediate,3.54,33,424391,Data Analysis Course Data Analysis Intermediate
45008,Deep Learning Fundamentals,Deep Learning,Advanced,3.55,16,475835,Deep Learning Fundamentals Deep Learning Advanced
45009,Machine Learning Intro,Machine Learning,Beginner,3.69,17,167313,Machine Learning Intro Machine Learning Beginner
45010,Pandas for Data Analysis,Pandas,Intermediate,3.98,7,420380,Pandas for Data Analysis Pandas Intermediate
45011,ML Algorithms,Machine Learning,Intermediate,4.02,36,290562,ML Algorithms Machine Learning Intermediate
45012,Python Basics,Python,Intermediate,4.8,34,475674,Python Basics Python Intermediate
45013,SQL for Data Science,SQL,Intermediate,4.71,35,154574,SQL for Data Science SQL Intermediate
45014,Linear Algebra Course,Linear Algebra,Intermediate,4.51,28,107675,Linear Algebra Course Linear Algebra Intermediate
45015,Numpy Fundamentals,Numpy,Beginner,4.36,23,417790,Numpy Fundamentals Numpy Beginner
45016,Python Basics,Python,Beginner,4.68,2,283078,Python Basics Python Beginner
45017,PyTorch for Deep Learning,PyTorch,Intermediate,4.91,20,16584,PyTorch for Deep Learning PyTorch Intermediate
45018,Python Basics,Python,Advanced,3.77,8,274397,Python Basics Python Advanced
45019,Machine Learning Intro,Machine Learning,Beginner,3.91,39,150442,Machine Learning Intro Machine Learning Beginner
45020,Python Basics,Python,Intermediate,4.27,10,295999,Python Basics Python Intermediate
45021,Natural Language Processing,NLP,Beginner,4.6,31,38652,Natural Language Processing NLP Beginner
45022,ML Algorithms,Machine Learning,Advanced,4.38,13,141769,ML Algorithms Machine Learning Advanced
45023,Linear Algebra Course,Linear Algebra,Beginner,4.83,21,185724,Linear Algebra Course Linear Algebra Beginner
45024,Data Analysis Course,Data Analysis,Beginner,3.5,39,194337,Data Analysis Course Data Analysis Beginner
45025,Data Analysis Course,Data Analysis,Beginner,4.01,12,221802,Data Analysis Course Data Analysis Beginner
45026,Numpy Fundamentals,Numpy,Advanced,3.65,18,420325,Numpy Fundamentals Numpy Advanced
45027,Computer Vision Basics,Computer Vision,Intermediate,4.65,20,271934,Computer Vision Basics Computer Vision Intermediate
45028,Linear Algebra Course,Linear Algebra,Beginner,4.97,7,220125,Linear Algebra Course Linear Algebra Beginner
45029,SQL for Data Science,SQL,Beginner,4.78,12,480746,SQL for Data Science SQL Beginner
45030,Data Visualization with Python,Data Visualization,Intermediate,4.65,23,435886,Data Visualization with Python Data Visualization Intermediate
45031,Numpy Fundamentals,Numpy,Advanced,4.73,20,120421,Numpy Fundamentals Numpy Advanced
45032,ML Algorithms,Machine Learning,Beginner,3.84,14,198004,ML Algorithms Machine Learning Beginner
45033,Linear Algebra Course,Linear Algebra,Beginner,4.56,19,238108,Linear Algebra Course Linear Algebra Beginner
45034,SQL for Data Science,SQL,Advanced,4.31,37,87419,SQL for Data Science SQL Advanced
45035,Pandas for Data Analysis,Pandas,Intermediate,4.59,3,428531,Pandas for Data Analysis Pandas Intermediate
45036,Linear Algebra Course,Linear Algebra,Advanced,4.64,6,11710,Linear Algebra Course Linear Algebra Advanced
45037,PyTorch for Deep Learning,PyTorch,Beginner,4.8,38,317702,PyTorch for Deep Learning PyTorch Beginner
45038,Deep Learning Fundamentals,Deep Learning,Advanced,4.06,7,102199,Deep Learning Fundamentals Deep Learning Advanced
45039,Statistics for Data Science,Statistics,Intermediate,4.12,16,229829,Statistics for Data Science Statistics Intermediate
45040,Numpy Fundamentals,Numpy,Beginner,3.5,34,175864,Numpy Fundamentals Numpy Beginner
45041,SQL for Data Science,SQL,Intermediate,3.98,38,118712,SQL for Data Science SQL Intermediate
45042,Machine Learning Intro,Machine Learning,Intermediate,4.57,29,343976,Machine Learning Intro Machine Learning Intermediate
45043,PyTorch for Deep Learning,PyTorch,Intermediate,4.44,22,425972,PyTorch for Deep Learning PyTorch Intermediate
45044,PyTorch for Deep Learning,PyTorch,Beginner,4.93,13,250825,PyTorch for Deep Learning PyTorch Beginner
45045,Pandas for Data Analysis,Pandas,Intermediate,3.77,10,13421,Pandas for Data Analysis Pandas Intermediate
45046,TensorFlow Crash Course,TensorFlow,Beginner,4.09,17,376412,TensorFlow Crash Course TensorFlow Beginner
45047,Data Visualization with Python,Data Visualization,Intermediate,3.58,6,4742,Data Visualization with Python Data Visualization Intermediate
45048,Data Analysis Course,Data Analysis,Beginner,3.5,10,257269,Data Analysis Course Data Analysis Beginner
45049,Linear Algebra Course,Linear Algebra,Beginner,4.91,25,132470,Linear Algebra Course Linear Algebra Beginner
45050,Linear Algebra Course,Linear Algebra,Intermediate,4.99,34,321940,Linear Algebra Course Linear Algebra Intermediate
45051,ML Algorithms,Machine Learning,Advanced,4.84,25,272556,ML Algorithms Machine Learning Advanced
45052,Data Analysis Course,Data Analysis,Intermediate,4.78,26,465189,Data Analysis Course Data Analysis Intermediate
45053,Data Visualization with Python,Data Visualization,Advanced,4.87,13,376248,Data Visualization with Python Data Visualization Advanced
45054,Statistics for Data Science,Statistics,Advanced,3.84,16,78926,Statistics for Data Science Statistics Advanced
45055,Advanced Python,Python,Beginner,3.55,37,70148,Advanced Python Python Beginner
45056,SQL for Data Science,SQL,Intermediate,4.91,10,286825,SQL for Data Science SQL Intermediate
45057,Natural Language Processing,NLP,Beginner,4.19,33,412635,Natural Language Processing NLP Beginner
45058,Data Analysis Course,Data Analysis,Advanced,4.14,26,34268,Data Analysis Course Data Analysis Advanced
45059,PyTorch for Deep Learning,PyTorch,Advanced,3.8,7,102489,PyTorch for Deep Learning PyTorch Advanced
45060,Data Visualization with Python,Data Visualization,Intermediate,3.66,16,484402,Data Visualization with Python Data Visualization Intermediate
45061,Machine Learning Intro,Machine Learning,Beginner,3.52,21,277165,Machine Learning Intro Machine Learning Beginner
45062,Statistics for Data Science,Statistics,Intermediate,4.47,26,452542,Statistics for Data Science Statistics Intermediate
45063,Pandas for Data Analysis,Pandas,Beginner,4.46,17,100453,Pandas for Data Analysis Pandas Beginner
45064,Pandas for Data Analysis,Pandas,Intermediate,4.39,20,145609,Pandas for Data Analysis Pandas Intermediate
45065,Natural Language Processing,NLP,Intermediate,3.85,34,53882,Natural Language Processing NLP Intermediate
45066,Neural Networks,Deep Learning,Advanced,4.28,24,234207,Neural Networks Deep Learning Advanced
45067,Python for Data Science,Python,Intermediate,4.04,38,68226,Python for Data Science Python Intermediate
45068,TensorFlow Crash Course,TensorFlow,Advanced,4.62,33,427841,TensorFlow Crash Course TensorFlow Advanced
45069,Deep Learning Fundamentals,Deep Learning,Intermediate,4.89,21,191380,Deep Learning Fundamentals Deep Learning Intermediate
45070,Statistics for Data Science,Statistics,Advanced,3.81,6,412354,Statistics for Data Science Statistics Advanced
45071,PyTorch for Deep Learning,PyTorch,Advanced,3.73,20,146753,PyTorch for Deep Learning PyTorch Advanced
45072,Natural Language Processing,NLP,Beginner,4.67,38,281497,Natural Language Processing NLP Beginner
45073,Machine Learning Intro,Machine Learning,Advanced,4.32,5,230304,Machine Learning Intro Machine Learning Advanced
45074,Pandas for Data Analysis,Pandas,Advanced,4.41,31,200617,Pandas for Data Analysis Pandas Advanced
45075,Statistics for Data Science,Statistics,Advanced,3.59,12,182999,Statistics for Data Science Statistics Advanced
45076,Linear Algebra Course,Linear Algebra,Intermediate,4.61,40,74561,Linear Algebra Course Linear Algebra Intermediate
45077,Linear Algebra Course,Linear Algebra,Beginner,4.43,18,246553,Linear Algebra Course Linear Algebra Beginner
45078,Computer Vision Basics,Computer Vision,Beginner,3.64,29,455820,Computer Vision Basics Computer Vision Beginner
45079,PyTorch for Deep Learning,PyTorch,Intermediate,4.58,9,67067,PyTorch for Deep Learning PyTorch Intermediate
45080,ML Algorithms,Machine Learning,Intermediate,4.3,35,205480,ML Algorithms Machine Learning Intermediate
45081,Data Analysis Course,Data Analysis,Advanced,4.45,21,1550,Data Analysis Course Data Analysis Advanced
45082,Data Visualization with Python,Data Visualization,Intermediate,4.64,31,313067,Data Visualization with Python Data Visualization Intermediate
45083,PyTorch for Deep Learning,PyTorch,Intermediate,4.66,4,391908,PyTorch for Deep Learning PyTorch Intermediate
45084,Python Basics,Python,Advanced,4.24,22,122984,Python Basics Python Advanced
45085,Linear Algebra Course,Linear Algebra,Advanced,4.41,11,64865,Linear Algebra Course Linear Algebra Advanced
45086,Computer Vision Basics,Computer Vision,Advanced,4.3,22,448019,Computer Vision Basics Computer Vision Advanced
45087,PyTorch for Deep Learning,PyTorch,Intermediate,4.66,33,126197,PyTorch for Deep Learning PyTorch Intermediate
45088,Pandas for Data Analysis,Pandas,Intermediate,4.56,12,214746,Pandas for Data Analysis Pandas Intermediate
45089,Numpy Fundamentals,Numpy,Intermediate,4.22,5,433217,Numpy Fundamentals Numpy Intermediate
45090,Neural Networks,Deep Learning,Beginner,3.93,36,340614,Neural Networks Deep Learning Beginner
45091,Data Analysis Course,Data Analysis,Intermediate,4.82,25,471614,Data Analysis Course Data Analysis Intermediate
45092,Statistics for Data Science,Statistics,Advanced,4.18,22,146222,Statistics for Data Science Statistics Advanced
45093,ML Algorithms,Machine Learning,Beginner,3.83,39,239574,ML Algorithms Machine Learning Beginner
45094,Probability Course,Probability,Beginner,3.68,33,147651,Probability Course Probability Beginner
45095,Statistics for Data Science,Statistics,Beginner,3.85,27,419560,Statistics for Data Science Statistics Beginner
45096,PyTorch for Deep Learning,PyTorch,Advanced,4.26,38,297328,PyTorch for Deep Learning PyTorch Advanced
45097,Linear Algebra Course,Linear Algebra,Beginner,3.74,33,37861,Linear Algebra Course Linear Algebra Beginner
45098,Python for Data Science,Python,Advanced,4.2,36,448144,Python for Data Science Python Advanced
45099,TensorFlow Crash Course,TensorFlow,Beginner,3.51,24,182761,TensorFlow Crash Course TensorFlow Beginner
45100,Pandas for Data Analysis,Pandas,Beginner,4.31,11,412458,Pandas for Data Analysis Pandas Beginner
45101,TensorFlow Crash Course,TensorFlow,Intermediate,4.33,18,109648,TensorFlow Crash Course TensorFlow Intermediate
45102,PyTorch for Deep Learning,PyTorch,Intermediate,4.0,20,452863,PyTorch for Deep Learning PyTorch Intermediate
45103,SQL for Data Science,SQL,Intermediate,3.93,2,28855,SQL for Data Science SQL Intermediate
45104,PyTorch for Deep Learning,PyTorch,Intermediate,4.53,29,187196,PyTorch for Deep Learning PyTorch Intermediate
45105,Natural Language Processing,NLP,Intermediate,4.43,24,409463,Natural Language Processing NLP Intermediate
45106,PyTorch for Deep Learning,PyTorch,Intermediate,4.86,8,496961,PyTorch for Deep Learning PyTorch Intermediate
45107,Linear Algebra Course,Linear Algebra,Intermediate,3.56,19,173488,Linear Algebra Course Linear Algebra Intermediate
45108,Pandas for Data Analysis,Pandas,Advanced,4.89,27,213264,Pandas for Data Analysis Pandas Advanced
45109,Numpy Fundamentals,Numpy,Advanced,3.74,10,196684,Numpy Fundamentals Numpy Advanced
45110,Computer Vision Basics,Computer Vision,Beginner,4.3,17,483476,Computer Vision Basics Computer Vision Beginner
45111,Deep Learning Fundamentals,Deep Learning,Intermediate,4.61,18,246946,Deep Learning Fundamentals Deep Learning Intermediate
45112,Statistics for Data Science,Statistics,Intermediate,4.09,7,130656,Statistics for Data Science Statistics Intermediate
45113,ML Algorithms,Machine Learning,Beginner,4.37,29,352106,ML Algorithms Machine Learning Beginner
45114,Computer Vision Basics,Computer Vision,Advanced,4.7,33,50602,Computer Vision Basics Computer Vision Advanced
45115,SQL for Data Science,SQL,Intermediate,3.72,8,29500,SQL for Data Science SQL Intermediate
45116,Linear Algebra Course,Linear Algebra,Beginner,4.12,14,496801,Linear Algebra Course Linear Algebra Beginner
45117,Natural Language Processing,NLP,Beginner,4.65,31,265147,Natural Language Processing NLP Beginner
45118,Data Analysis Course,Data Analysis,Beginner,4.49,33,199052,Data Analysis Course Data Analysis Beginner
45119,Pandas for Data Analysis,Pandas,Advanced,3.67,9,425016,Pandas for Data Analysis Pandas Advanced
45120,Probability Course,Probability,Beginner,4.59,11,460802,Probability Course Probability Beginner
45121,Probability Course,Probability,Intermediate,3.86,36,359548,Probability Course Probability Intermediate
45122,Statistics for Data Science,Statistics,Intermediate,4.43,8,197510,Statistics for Data Science Statistics Intermediate
45123,Linear Algebra Course,Linear Algebra,Beginner,4.62,16,179244,Linear Algebra Course Linear Algebra Beginner
45124,Statistics for Data Science,Statistics,Beginner,4.71,26,425162,Statistics for Data Science Statistics Beginner
45125,Data Analysis Course,Data Analysis,Advanced,4.81,13,347018,Data Analysis Course Data Analysis Advanced
45126,PyTorch for Deep Learning,PyTorch,Beginner,3.91,27,157974,PyTorch for Deep Learning PyTorch Beginner
45127,Neural Networks,Deep Learning,Intermediate,4.62,28,178057,Neural Networks Deep Learning Intermediate
45128,SQL for Data Science,SQL,Intermediate,3.81,28,317740,SQL for Data Science SQL Intermediate
45129,Data Analysis Course,Data Analysis,Beginner,3.9,19,276100,Data Analysis Course Data Analysis Beginner
45130,Neural Networks,Deep Learning,Advanced,3.79,13,304195,Neural Networks Deep Learning Advanced
45131,Machine Learning Intro,Machine Learning,Beginner,4.68,32,445053,Machine Learning Intro Machine Learning Beginner
45132,Natural Language Processing,NLP,Intermediate,4.93,2,385164,Natural Language Processing NLP Intermediate
45133,Neural Networks,Deep Learning,Advanced,4.9,39,245787,Neural Networks Deep Learning Advanced
45134,PyTorch for Deep Learning,PyTorch,Advanced,4.3,20,403211,PyTorch for Deep Learning PyTorch Advanced
45135,Deep Learning Fundamentals,Deep Learning,Intermediate,4.93,12,423887,Deep Learning Fundamentals Deep Learning Intermediate
45136,Data Visualization with Python,Data Visualization,Beginner,3.82,30,93441,Data Visualization with Python Data Visualization Beginner
45137,Computer Vision Basics,Computer Vision,Beginner,4.29,8,337384,Computer Vision Basics Computer Vision Beginner
45138,Pandas for Data Analysis,Pandas,Advanced,4.97,35,93335,Pandas for Data Analysis Pandas Advanced
45139,PyTorch for Deep Learning,PyTorch,Advanced,4.02,17,11598,PyTorch for Deep Learning PyTorch Advanced
45140,Probability Course,Probability,Intermediate,4.33,26,345955,Probability Course Probability Intermediate
45141,Deep Learning Fundamentals,Deep Learning,Intermediate,4.25,10,311363,Deep Learning Fundamentals Deep Learning Intermediate
45142,Natural Language Processing,NLP,Beginner,4.52,18,187645,Natural Language Processing NLP Beginner
45143,TensorFlow Crash Course,TensorFlow,Advanced,4.6,11,210350,TensorFlow Crash Course TensorFlow Advanced
45144,Statistics for Data Science,Statistics,Advanced,3.93,24,308180,Statistics for Data Science Statistics Advanced
45145,Computer Vision Basics,Computer Vision,Intermediate,3.78,4,224638,Computer Vision Basics Computer Vision Intermediate
45146,PyTorch for Deep Learning,PyTorch,Beginner,3.93,14,123418,PyTorch for Deep Learning PyTorch Beginner
45147,Probability Course,Probability,Intermediate,3.76,12,24215,Probability Course Probability Intermediate
45148,Deep Learning Fundamentals,Deep Learning,Advanced,3.6,29,9706,Deep Learning Fundamentals Deep Learning Advanced
45149,Advanced Python,Python,Advanced,4.73,24,453620,Advanced Python Python Advanced
45150,Pandas for Data Analysis,Pandas,Intermediate,4.5,30,262037,Pandas for Data Analysis Pandas Intermediate
45151,Machine Learning Intro,Machine Learning,Intermediate,3.59,6,160272,Machine Learning Intro Machine Learning Intermediate
45152,Deep Learning Fundamentals,Deep Learning,Beginner,3.68,15,237449,Deep Learning Fundamentals Deep Learning Beginner
45153,Deep Learning Fundamentals,Deep Learning,Beginner,3.58,30,131388,Deep Learning Fundamentals Deep Learning Beginner
45154,Deep Learning Fundamentals,Deep Learning,Advanced,3.55,27,206330,Deep Learning Fundamentals Deep Learning Advanced
45155,Neural Networks,Deep Learning,Advanced,4.93,21,341544,Neural Networks Deep Learning Advanced
45156,Natural Language Processing,NLP,Advanced,4.58,28,261152,Natural Language Processing NLP Advanced
45157,Numpy Fundamentals,Numpy,Advanced,4.75,38,378013,Numpy Fundamentals Numpy Advanced
45158,Computer Vision Basics,Computer Vision,Beginner,3.56,27,408087,Computer Vision Basics Computer Vision Beginner
45159,TensorFlow Crash Course,TensorFlow,Intermediate,4.69,37,143553,TensorFlow Crash Course TensorFlow Intermediate
45160,Deep Learning Fundamentals,Deep Learning,Advanced,4.69,35,144726,Deep Learning Fundamentals Deep Learning Advanced
45161,Pandas for Data Analysis,Pandas,Advanced,4.3,21,103312,Pandas for Data Analysis Pandas Advanced
45162,PyTorch for Deep Learning,PyTorch,Intermediate,3.75,12,367592,PyTorch for Deep Learning PyTorch Intermediate
45163,Data Visualization with Python,Data Visualization,Beginner,4.79,12,391610,Data Visualization with Python Data Visualization Beginner
45164,Pandas for Data Analysis,Pandas,Advanced,4.84,38,65025,Pandas for Data Analysis Pandas Advanced
45165,Linear Algebra Course,Linear Algebra,Intermediate,3.64,21,499728,Linear Algebra Course Linear Algebra Intermediate
45166,Linear Algebra Course,Linear Algebra,Beginner,4.16,18,309625,Linear Algebra Course Linear Algebra Beginner
45167,Natural Language Processing,NLP,Advanced,4.93,3,66770,Natural Language Processing NLP Advanced
45168,TensorFlow Crash Course,TensorFlow,Advanced,4.37,12,221499,TensorFlow Crash Course TensorFlow Advanced
45169,Python for Data Science,Python,Advanced,4.34,3,459829,Python for Data Science Python Advanced
45170,Probability Course,Probability,Intermediate,3.51,15,252505,Probability Course Probability Intermediate
45171,Numpy Fundamentals,Numpy,Beginner,3.76,36,10420,Numpy Fundamentals Numpy Beginner
45172,Statistics for Data Science,Statistics,Beginner,4.97,38,144773,Statistics for Data Science Statistics Beginner
45173,Deep Learning Fundamentals,Deep Learning,Advanced,4.92,19,482171,Deep Learning Fundamentals Deep Learning Advanced
45174,Natural Language Processing,NLP,Intermediate,3.81,10,277076,Natural Language Processing NLP Intermediate
45175,PyTorch for Deep Learning,PyTorch,Beginner,4.12,32,198373,PyTorch for Deep Learning PyTorch Beginner
45176,Python for Data Science,Python,Intermediate,3.72,7,192140,Python for Data Science Python Intermediate
45177,Neural Networks,Deep Learning,Beginner,4.32,25,12109,Neural Networks Deep Learning Beginner
45178,Probability Course,Probability,Advanced,4.31,19,280131,Probability Course Probability Advanced
45179,Natural Language Processing,NLP,Beginner,4.16,7,141242,Natural Language Processing NLP Beginner
45180,Natural Language Processing,NLP,Beginner,3.96,14,195707,Natural Language Processing NLP Beginner
45181,Pandas for Data Analysis,Pandas,Beginner,4.08,22,471264,Pandas for Data Analysis Pandas Beginner
45182,Natural Language Processing,NLP,Advanced,4.61,33,341782,Natural Language Processing NLP Advanced
45183,Natural Language Processing,NLP,Intermediate,3.93,22,18329,Natural Language Processing NLP Intermediate
45184,Statistics for Data Science,Statistics,Advanced,3.9,40,91060,Statistics for Data Science Statistics Advanced
45185,Natural Language Processing,NLP,Advanced,3.99,11,424461,Natural Language Processing NLP Advanced
45186,PyTorch for Deep Learning,PyTorch,Beginner,4.13,13,312261,PyTorch for Deep Learning PyTorch Beginner
45187,TensorFlow Crash Course,TensorFlow,Intermediate,4.28,38,280601,TensorFlow Crash Course TensorFlow Intermediate
45188,Data Visualization with Python,Data Visualization,Beginner,4.37,36,366793,Data Visualization with Python Data Visualization Beginner
45189,Natural Language Processing,NLP,Beginner,3.79,5,484084,Natural Language Processing NLP Beginner
45190,Probability Course,Probability,Advanced,3.76,12,421786,Probability Course Probability Advanced
45191,Statistics for Data Science,Statistics,Advanced,4.55,38,138337,Statistics for Data Science Statistics Advanced
45192,Linear Algebra Course,Linear Algebra,Advanced,4.68,7,442597,Linear Algebra Course Linear Algebra Advanced
45193,Statistics for Data Science,Statistics,Beginner,4.87,12,250352,Statistics for Data Science Statistics Beginner
45194,SQL for Data Science,SQL,Intermediate,4.59,4,116712,SQL for Data Science SQL Intermediate
45195,SQL for Data Science,SQL,Beginner,4.04,14,34440,SQL for Data Science SQL Beginner
45196,ML Algorithms,Machine Learning,Beginner,4.91,30,379529,ML Algorithms Machine Learning Beginner
45197,Natural Language Processing,NLP,Intermediate,4.53,20,303427,Natural Language Processing NLP Intermediate
45198,Numpy Fundamentals,Numpy,Beginner,4.4,2,166257,Numpy Fundamentals Numpy Beginner
45199,Probability Course,Probability,Beginner,4.14,39,51152,Probability Course Probability Beginner
45200,Linear Algebra Course,Linear Algebra,Advanced,4.81,35,182751,Linear Algebra Course Linear Algebra Advanced
45201,Numpy Fundamentals,Numpy,Beginner,4.63,28,172612,Numpy Fundamentals Numpy Beginner
45202,Deep Learning Fundamentals,Deep Learning,Beginner,4.6,18,429182,Deep Learning Fundamentals Deep Learning Beginner
